"Name","Campus Protests"
"Title","University Campus Protests"
"Date","June 25, 2024 at 3:45 PM (GMT)"
"Duration","3:15:00"
"Participant Count","351"
"Participant Limit","350"
"Exercise Type","Preference"
"",""
"Question ID","Participant ID","Thought A ID","Thought B ID","Vote","Timestamp"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7833298c-784a-47a7-9e7f-0db3810bfc2f","019e643f-cc3f-4bcc-9280-6966d5389d92","09867793-48c3-4ada-867f-6b0af5b9fe16","Thought A","June 25, 2024 at 3:49 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","cedefb50-a905-437a-83b3-ee7db924eb80","148b4943-dd67-4193-82ef-4bd138e19559","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","I disagree with both","June 25, 2024 at 3:49 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","fa8e96f6-ccbd-4ba1-b975-6cd8906649ff","5a62f615-9cd1-443f-b3d7-ef18d955357e","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","Thought B","June 25, 2024 at 3:49 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","fa8e96f6-ccbd-4ba1-b975-6cd8906649ff","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","b26adb0d-740b-407f-8181-c0e20e8ab94c","Thought A","June 25, 2024 at 3:49 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","cedefb50-a905-437a-83b3-ee7db924eb80","019e643f-cc3f-4bcc-9280-6966d5389d92","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","Thought A","June 25, 2024 at 3:49 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bca921f4-077e-412f-a159-d28742b8e103","4269274d-7f7a-4684-a70c-05c27af713ae","4f4b785c-02ba-41c8-853f-6d6ab30e9836","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3c28c506-c101-4a43-abbf-16ba2323c79c","148b4943-dd67-4193-82ef-4bd138e19559","bb603248-4fe8-4a69-b092-aab57cf3ea16","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","0608890a-5c39-400b-b25b-8907d6cf5f43","5a62f615-9cd1-443f-b3d7-ef18d955357e","bb603248-4fe8-4a69-b092-aab57cf3ea16","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3c28c506-c101-4a43-abbf-16ba2323c79c","bb603248-4fe8-4a69-b092-aab57cf3ea16","e411b200-3526-408e-8a37-e27958171ca3","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7289c7bc-48fb-47e7-86d5-a0b3b70db18c","a2cb74b9-6321-497f-8d20-4f3321b13959","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7289c7bc-48fb-47e7-86d5-a0b3b70db18c","5a0ca1d6-2989-4253-9e67-eee3640227b0","e411b200-3526-408e-8a37-e27958171ca3","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7289c7bc-48fb-47e7-86d5-a0b3b70db18c","b26adb0d-740b-407f-8181-c0e20e8ab94c","4269274d-7f7a-4684-a70c-05c27af713ae","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bca921f4-077e-412f-a159-d28742b8e103","3bd6a70d-0470-4df8-b9cb-3dcb158a41e6","019e643f-cc3f-4bcc-9280-6966d5389d92","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3c28c506-c101-4a43-abbf-16ba2323c79c","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","bb603248-4fe8-4a69-b092-aab57cf3ea16","I agree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","71898c0a-7774-4a8d-9599-a431de36c014","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","8914a006-24bd-4aac-ae03-1a470ac10176","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bca921f4-077e-412f-a159-d28742b8e103","a2cb74b9-6321-497f-8d20-4f3321b13959","bb603248-4fe8-4a69-b092-aab57cf3ea16","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","0608890a-5c39-400b-b25b-8907d6cf5f43","8914a006-24bd-4aac-ae03-1a470ac10176","0a384272-02e2-43c2-8997-d683ddaf77fa","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3c28c506-c101-4a43-abbf-16ba2323c79c","e3482b52-4abe-4529-acf4-d587e240015e","4269274d-7f7a-4684-a70c-05c27af713ae","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7289c7bc-48fb-47e7-86d5-a0b3b70db18c","e3482b52-4abe-4529-acf4-d587e240015e","e411b200-3526-408e-8a37-e27958171ca3","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bca921f4-077e-412f-a159-d28742b8e103","5a62f615-9cd1-443f-b3d7-ef18d955357e","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","34346259-711b-40e5-a7eb-c1cf73bd22c0","0a384272-02e2-43c2-8997-d683ddaf77fa","bb603248-4fe8-4a69-b092-aab57cf3ea16","I agree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d7035714-126e-4ce8-9e61-04332888b972","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","e411b200-3526-408e-8a37-e27958171ca3","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bca921f4-077e-412f-a159-d28742b8e103","5a62f615-9cd1-443f-b3d7-ef18d955357e","4f4b785c-02ba-41c8-853f-6d6ab30e9836","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","71898c0a-7774-4a8d-9599-a431de36c014","019e643f-cc3f-4bcc-9280-6966d5389d92","a2cb74b9-6321-497f-8d20-4f3321b13959","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","418f1e79-fc3c-40ec-8cbb-d4e5c3974446","0a384272-02e2-43c2-8997-d683ddaf77fa","4f4b785c-02ba-41c8-853f-6d6ab30e9836","I disagree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7289c7bc-48fb-47e7-86d5-a0b3b70db18c","5a0ca1d6-2989-4253-9e67-eee3640227b0","148b4943-dd67-4193-82ef-4bd138e19559","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d7035714-126e-4ce8-9e61-04332888b972","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","2d44689e-f91e-4798-8e47-1dbfb1525bf1","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","71898c0a-7774-4a8d-9599-a431de36c014","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","3bd6a70d-0470-4df8-b9cb-3dcb158a41e6","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3c28c506-c101-4a43-abbf-16ba2323c79c","bb603248-4fe8-4a69-b092-aab57cf3ea16","0a384272-02e2-43c2-8997-d683ddaf77fa","I agree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","05381a74-fb6f-4c69-8afd-b9d67457ffad","5a62f615-9cd1-443f-b3d7-ef18d955357e","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","34346259-711b-40e5-a7eb-c1cf73bd22c0","bb603248-4fe8-4a69-b092-aab57cf3ea16","8914a006-24bd-4aac-ae03-1a470ac10176","I agree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","cedefb50-a905-437a-83b3-ee7db924eb80","5a62f615-9cd1-443f-b3d7-ef18d955357e","5a0ca1d6-2989-4253-9e67-eee3640227b0","I disagree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d7035714-126e-4ce8-9e61-04332888b972","3bd6a70d-0470-4df8-b9cb-3dcb158a41e6","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","71898c0a-7774-4a8d-9599-a431de36c014","019e643f-cc3f-4bcc-9280-6966d5389d92","09867793-48c3-4ada-867f-6b0af5b9fe16","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","418f1e79-fc3c-40ec-8cbb-d4e5c3974446","019e643f-cc3f-4bcc-9280-6966d5389d92","e411b200-3526-408e-8a37-e27958171ca3","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","0b97fc7e-2910-4fcd-9b3b-27443373f5a6","4269274d-7f7a-4684-a70c-05c27af713ae","498269ee-45e5-4ad8-8b0b-f8f85f0bf417","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","71898c0a-7774-4a8d-9599-a431de36c014","09867793-48c3-4ada-867f-6b0af5b9fe16","b26adb0d-740b-407f-8181-c0e20e8ab94c","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","34346259-711b-40e5-a7eb-c1cf73bd22c0","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","2962c24d-1e2a-48e4-8a07-8b33f5b7594e","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","78e462e2-6647-4c32-91dc-7f38c696bc54","4f4b785c-02ba-41c8-853f-6d6ab30e9836","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","9f1a8725-538e-4ff6-9f42-1be6f58b98db","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7d8398aa-0469-4012-acca-336af80969cb","019e643f-cc3f-4bcc-9280-6966d5389d92","e3482b52-4abe-4529-acf4-d587e240015e","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","0608890a-5c39-400b-b25b-8907d6cf5f43","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","09867793-48c3-4ada-867f-6b0af5b9fe16","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","5a0ca1d6-2989-4253-9e67-eee3640227b0","e411b200-3526-408e-8a37-e27958171ca3","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","05381a74-fb6f-4c69-8afd-b9d67457ffad","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","a767538f-8079-4bad-8bb0-7d535d568bca","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d7035714-126e-4ce8-9e61-04332888b972","a2cb74b9-6321-497f-8d20-4f3321b13959","b26adb0d-740b-407f-8181-c0e20e8ab94c","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","adee63f8-b9c5-47d4-8d70-126ce8e3b076","80e23d8d-69c5-4320-acca-e253d7a5f435","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","33d574d4-9f28-46e8-b9d3-f797f35ebb2f","a2cb74b9-6321-497f-8d20-4f3321b13959","09867793-48c3-4ada-867f-6b0af5b9fe16","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3672c55d-cad1-4751-8c6a-f0c52693aaa3","9f1a8725-538e-4ff6-9f42-1be6f58b98db","e411b200-3526-408e-8a37-e27958171ca3","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","5a62f615-9cd1-443f-b3d7-ef18d955357e","I disagree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bddabefe-b026-4e86-8ae6-492de9a5c2b1","a2cb74b9-6321-497f-8d20-4f3321b13959","b26adb0d-740b-407f-8181-c0e20e8ab94c","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3a3ae314-5da2-4d9d-8014-d21e7ba48264","8914a006-24bd-4aac-ae03-1a470ac10176","e411b200-3526-408e-8a37-e27958171ca3","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","0e9bd24b-76dd-4335-b58b-e9a0ea816d18","0cb396b0-f1e7-4040-a435-1a52e078e839","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","33d574d4-9f28-46e8-b9d3-f797f35ebb2f","9f1a8725-538e-4ff6-9f42-1be6f58b98db","5d43ad04-db9b-4edb-ae8c-96ecad9b4c6a","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","418f1e79-fc3c-40ec-8cbb-d4e5c3974446","5a62f615-9cd1-443f-b3d7-ef18d955357e","148b4943-dd67-4193-82ef-4bd138e19559","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","17c15c6e-984b-45d4-aa10-0c99be35d500","5a0ca1d6-2989-4253-9e67-eee3640227b0","0cb396b0-f1e7-4040-a435-1a52e078e839","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","f8745840-7190-4eb4-9ef5-c1a8f002025b","09867793-48c3-4ada-867f-6b0af5b9fe16","e411b200-3526-408e-8a37-e27958171ca3","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","d7035714-126e-4ce8-9e61-04332888b972","71d9b2d1-8adc-4780-9c2f-9e16ab4d5640","3bd6a70d-0470-4df8-b9cb-3dcb158a41e6","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","33d574d4-9f28-46e8-b9d3-f797f35ebb2f","e3482b52-4abe-4529-acf4-d587e240015e","4269274d-7f7a-4684-a70c-05c27af713ae","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","4f4b785c-02ba-41c8-853f-6d6ab30e9836","bc82de2e-13e7-4559-a97a-832ec4995e79","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7d8398aa-0469-4012-acca-336af80969cb","2962c24d-1e2a-48e4-8a07-8b33f5b7594e","4f4b785c-02ba-41c8-853f-6d6ab30e9836","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","17c15c6e-984b-45d4-aa10-0c99be35d500","019e643f-cc3f-4bcc-9280-6966d5389d92","a767538f-8079-4bad-8bb0-7d535d568bca","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3672c55d-cad1-4751-8c6a-f0c52693aaa3","a2cb74b9-6321-497f-8d20-4f3321b13959","0a384272-02e2-43c2-8997-d683ddaf77fa","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bddabefe-b026-4e86-8ae6-492de9a5c2b1","78e462e2-6647-4c32-91dc-7f38c696bc54","019e643f-cc3f-4bcc-9280-6966d5389d92","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","21ad03f3-5e99-4bfd-9696-7a6bd2df425d","80e23d8d-69c5-4320-acca-e253d7a5f435","7655d868-5f7a-4c8a-bd80-9e62fe7b5d8b","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bddabefe-b026-4e86-8ae6-492de9a5c2b1","0e9bd24b-76dd-4335-b58b-e9a0ea816d18","e726399d-f43c-4c31-b6fb-c9abd4a2edcc","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7160b0e1-4cd9-4de1-9c90-dd7e4a82537f","5a62f615-9cd1-443f-b3d7-ef18d955357e","ce4a0d78-4944-495b-9ce6-99b4e12fbd55","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","0608890a-5c39-400b-b25b-8907d6cf5f43","4f4b785c-02ba-41c8-853f-6d6ab30e9836","a2cb74b9-6321-497f-8d20-4f3321b13959","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","33d574d4-9f28-46e8-b9d3-f797f35ebb2f","adee63f8-b9c5-47d4-8d70-126ce8e3b076","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","48799f5f-d32b-4444-8f8a-4437058333b5","5a0ca1d6-2989-4253-9e67-eee3640227b0","3785f455-d8a5-4ee8-bc92-7cf5639fd6e5","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","418f1e79-fc3c-40ec-8cbb-d4e5c3974446","e411b200-3526-408e-8a37-e27958171ca3","5d43ad04-db9b-4edb-ae8c-96ecad9b4c6a","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","bddabefe-b026-4e86-8ae6-492de9a5c2b1","5d43ad04-db9b-4edb-ae8c-96ecad9b4c6a","77202f57-41e2-4e0c-8ecb-97422f0bb0fb","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","f8745840-7190-4eb4-9ef5-c1a8f002025b","12a639e7-3c3e-4fd4-a99e-2786c3c960f4","adee63f8-b9c5-47d4-8d70-126ce8e3b076","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","17c15c6e-984b-45d4-aa10-0c99be35d500","0a384272-02e2-43c2-8997-d683ddaf77fa","5d43ad04-db9b-4edb-ae8c-96ecad9b4c6a","Thought A","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","6d0f807b-afd4-402b-84eb-9eec6de2c0de","adee63f8-b9c5-47d4-8d70-126ce8e3b076","0a384272-02e2-43c2-8997-d683ddaf77fa","I disagree with both","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","3a3ae314-5da2-4d9d-8014-d21e7ba48264","3bd6a70d-0470-4df8-b9cb-3dcb158a41e6","3785f455-d8a5-4ee8-bc92-7cf5639fd6e5","Thought B","June 25, 2024 at 3:50 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","7160b0e1-4cd9-4de1-9c90-dd7e4a82537f","9f1a8725-538e-4ff6-9f42-1be6f58b98db","e726399d-f43c-4c31-b6fb-c9abd4a2edcc","Thought B","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","33d574d4-9f28-46e8-b9d3-f797f35ebb2f","2d44689e-f91e-4798-8e47-1dbfb1525bf1","3bd6a70d-0470-4df8-b9cb-3dcb158a41e6","Thought A","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","21ad03f3-5e99-4bfd-9696-7a6bd2df425d","148b4943-dd67-4193-82ef-4bd138e19559","adee63f8-b9c5-47d4-8d70-126ce8e3b076","Thought A","June 25, 2024 at 3:51 PM (GMT)"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","05381a74-fb6f-4c69-8afd-b9d67457ffad","4269274d-7f7a-4684-a70c-05c27af713ae","148b4943-dd67-4193-82ef-4bd138e19559","Thought A","June 25, 2024 at 3:51 PM (GMT)"
