"Name","Campus Protests"
"Title","University Campus Protests"
"Date","June 25, 2024 at 3:45 PM (GMT)"
"Duration","3:15:00"
"Participant Count","351"
"Participant Limit","350"
"File Type","Verbatim Map"
"",""
"Question ID","Question Text","Participant ID","Thought ID","Thought Text"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","9a1a6201-cc9b-4dab-b176-b05198768417","86100829-6c77-4aa8-80cb-b7a0a727b805","I understand them, but I think the students need to look at the wider context of the 2024 US election and what it means. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","285f544d-c081-4ffc-9c40-2d14be1c31ab","ddfb2007-afc0-4a17-b0fd-b1dc4e54d7f7","Most were fomented by paid provocateurs who were not students and didn't even live in the same state. They were disruptive with the real goal was to cause anarchy."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","edabc453-7c24-4ecd-ac0d-6944cec1ec74","b4d98d9d-e0a5-455f-8515-7973179ace8a","My impressions of the protests vary per actions on both sides. There are a lot of emotions from people who have difficulty controlling their emotions. I understand both sides protesting, but when it gets physical and dangerous is where it goes too far."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","d851d192-e619-4d33-b0d4-52bfe39d2ebb","e70cd793-9895-4144-abec-e8cb951b06c5","they are within their rights to make their voices heard "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","d9410208-a407-4b8e-a332-b0cc18c7d847","ead40d89-e965-4d3c-861c-1915836f3feb","I don't agree with the protesters.In war people are going to be killed and that's the way it is.Its not up to us to dictate to Israel on how they should fight their wars.Imagine Israel telling the United States how and when to fight?Hamas must be destroyed in order to stop the slaughter of innocent people.I agree with Netanyahu. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","065c3b41-faa1-402d-b393-8109b3676256","3446a055-f7b1-46f5-9e4c-b5aabd6860c1","I think it's the right of the students to be able to protest. I think protesting is good, as long as it stays peaceful."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","8730930f-ac1d-4e4e-a920-9708d8c3ae76","fc74fe72-1ccc-4857-91b8-a4ad8263eb71","The protests are a great way to show the students opinions on the matter. There is almost always no violence by the students themselves. The police being called shows a horrible way to respond to the protests and has us repeating history"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","3bb5c915-33e4-4e56-8e70-7bf8ac2982c5","1d1347f2-c984-47d4-8542-efed99696bf9","I believe they have gone too far and many are hate filled.  I support the campuses that are breaking up the protests."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","a3825e37-6f3a-4f6e-9bdc-cd4fdf1997cd","ad1863de-b929-4d1e-9391-b1fbf830f275","As long as they're peaceful I think they are a healthy display of civil disobedience to communicate opposition to policies that demonstrators feel are unjust"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","337aed31-7b71-4b69-8eef-531fba2dc829","be8f49b6-d88d-48f9-bc57-5d43d4fcbff4","I think the college protests are uncalled for. I think that the protests should be shut down and the Jewish students should be protected."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","d8576bf6-f1fb-4df4-acdf-793790bc2e3a","b62b0a2a-b772-4dcd-9345-05ec72c14e77","I think they're a great way for students and faculty to show their stance. Protesting has been a tactic used for years to show those in power the importance of an issue and I see nothing wrong with students using their voices in this way."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","48df84ca-7961-4a62-affa-ffc3f9cf148e","1f10f7d7-8498-4858-ba40-164c8c5f4bee","I think that most of the protests were started by students who cared about the issue in question and genuinely wanted to bring about change. I think some of them went to far, and some of them may have ended up involving people whose intentions were less legitimate. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","a059b719-8b62-499b-add2-d77ab22fc281","0da36ea0-cd5b-483b-bbcb-ebb776e798fc","Hostile "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","7833298c-784a-47a7-9e7f-0db3810bfc2f","5a62f615-9cd1-443f-b3d7-ef18d955357e","I am supportive of anyone who wants to protest. My issue with student protesters is that they don't understand what it means to be a protester. Being a protester means sticking up for what you believe, and knowing there will be consequences and accepting those consequences. Student want to protest but want zero consequences. I have a negative viewpoint of them because they're not actual protesters. They do not take on the protester mindset. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","d8e95ea4-ffd1-4857-81d7-cfc93e36323e","a3f24426-7c1a-496b-af84-7d49a029d612","I feel they are getting out of hand and some universities are waiting too long to address the protestors."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","b47ee30e-e200-47ae-b669-ea8b7904c2ef","004067a1-d0b7-4aed-8508-67022368fc51","I think peaceful protests are fine.  Anything beyond that needs to be stopped."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","7a39ae57-187f-47ba-beff-2703249f9321","f50f194f-b242-4387-9d86-6bc6f41d36c2","People have a right to protest, but do not have the right to impede the progress of others, either physically or through destruction of property public or private."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","22f02803-bcc8-40ca-ba95-262e3f1fbd53","21ea5f15-2332-489d-946e-21447875ff1f","I don’t know if universities are the right place for the protests to take place "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","9f1b422a-0cb0-49ab-b0f6-1ddb5dff5f32","04ccf03d-3269-46f0-9762-468c6e5ae69c","I think the campus protests are wrong because the students seem to be confused about what the real cause of the israel-Gaza conflict are."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","48799f5f-d32b-4444-8f8a-4437058333b5","a767538f-8079-4bad-8bb0-7d535d568bca","I believe the students are right to protest and that in many cases, the university has not treated them  fairly."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","6d0f807b-afd4-402b-84eb-9eec6de2c0de","a2cb74b9-6321-497f-8d20-4f3321b13959","I like that students and faculty are able to freely exercise their right to demonstrate and I also like that measures are in place to deal with disruptive protests."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","3672c55d-cad1-4751-8c6a-f0c52693aaa3","adee63f8-b9c5-47d4-8d70-126ce8e3b076","great. Israel is committing genocide"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","fa8e96f6-ccbd-4ba1-b975-6cd8906649ff","5a0ca1d6-2989-4253-9e67-eee3640227b0","As long as they are peaceful, they should be allowed to progress. If they become disruptive, they should be stopped. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","1e1b0c4f-0558-4cae-a217-63ba1a6bce90","7515c2b8-863d-4493-b89a-faf5fb873da4","I think the freedom to protest has not been enforced. People are allowed to protest peacefully. As long as personal  or public property isn't damaged, there should not be negative consequences."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","94f5ab91-2024-4f00-9a7e-c515638636b1","28651dde-b63c-4e66-9158-ef7a0ffebcda","i think protests are a good thing when done right. a lot of the protests i see these days aren't done right, on both sides, protestors and impacted individuals, interested or not. they're very divisive, and no one  truly listens so nothing really productive happens"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","9a4c6c57-fd4c-4404-a4ca-ebdb16b2b62c","ce349da3-0fa0-44f3-890f-517f39994565","I think when they are done peacefully and hurts no one, police should be allowed to protect the students"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","66ed192a-b128-4d6d-8a9d-c0820fa9dd6a","df25438a-3b4e-4ead-ad72-96a6016640a3","I believe they are the result of YEARS of universities hiring more and more left wing , America hating professors who have indoctrinated young students to take points of views like this. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","f0bdeb82-1921-42ad-868d-4fb34a799272","f78159e2-039b-4823-9185-63dc7d6686e3","I feel like as long as the cause is worthy than I agree with a peaceful protest."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","275b3c7a-25cf-402b-a285-82f1abc5d66b","45e15b1a-ac20-42a6-998e-52fcf1ed0286","It is not all that disruptive"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","150fafeb-b9d9-4019-bae2-33364a4b5224","8a188b9c-2af3-4ff7-b5f6-1207f9a2afba","I think it is ridiculous and I don’t care for it. The Israel Palestine conflict is complex and these student protestors have almost zero impact on any of it. It generates headlines in the US but it isn’t actually doing anything about the issue. It feels like students are protesting something for the sake of protesting. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","7469c1af-f68e-4c2f-99ad-70d05a14dea6","8fbda133-3a7a-41d7-80ce-ad9ccb33e3ea","I think if the protests are pacific, they are very welcome to exist. Because I believe campus protests is a way to make ourselves heard in the university community.
"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","091324ec-4cca-49f7-b8d2-5489876a96b8","ec334d8b-84c9-449b-a596-1b3cdb747c82","I think people should be free to protest and make their voice heard as long as it doesn't escalate to violence and destruction of personal property or lewdness."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","be3faf98-4d1b-4292-80e7-4e1fcf7af5b7","a87802f6-acc4-4c26-a699-0c8e693c259f","Campus protests are ok.......if they are non-disruptive to the classes and normal business operations.  Student have the right to protest and have their voices heard."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","b7f06305-8f13-4c84-98a0-0cdfec358a2d","0ad4034f-e607-438b-88cf-edaa9dfc81ae","I don't really like them and think their a little stupid if we're being honest."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","bb7705db-5554-451d-8ab6-e29a74076892","a6e7379b-6a6c-4330-80e9-2e80e497d741","The campus protests should have been peaceful and not violent. Im not sure what happened but if the police had to be called and use force then what were the protestors doing."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","80301956-2362-4ec1-b6f9-76f602b0d4ec","41047289-3edd-4b44-8dfc-065bdf7d4c26","I think they're a bit excessive, and the students are being a little bit entitled in some cases, but at the same time, a college campus is a learning environment, and the experience of partaking to different degrees will give them new knowledge one way or another.  I think it's also tricky to assess because some of the campuses are public universities where police can be called in easily, versus private colleges where the police don't have jurisdiction unless invited into the situation."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","314ef79f-3451-4d59-bfba-1d81e069a5f9","b57871e8-f135-4b4b-aa5a-5d6fdcdc3f81","Freedom of Expression,Diversity of Tactics, Administrative Responses, Use of Police Force, Impact on Campus Climate and Educational Opportunities. campus protests on the Israel-Gaza conflict highlight important issues of free speech, safety, and community cohesion, effective dialogue and respect for differing perspectives are essential for fostering a constructive and inclusive campus environment."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","d122d8e1-5e4e-4cda-8a4d-e9df8b7fba06","9b6e5cd3-86c8-4150-869f-c9b1dc05c041","I think everyone has the right to voice their opinions and concerns via protest or otherwise. PEACEFULLY.

When it gets out of hand and the peaceful protests become ugly and violent, law enforcement MUST step in.

My personal opinion is that the protesters are NOT serving their cause well."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","b029b586-231a-4475-9411-65cd59279747","23fb596d-1879-49f1-a9f2-13fc03cc6724","They are something that has been happening in this country for many years.   Students tend to be young and passionate about their causes so they often protest.  I understand that and think that the students should be able to say what they want, but I can't condone the violence on either side.  "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","372a4c78-3518-480d-a7a8-2f25c6767741","393cc80f-0075-4767-848b-79709f1efb47","Very negative. Probably stirred up by professional rabble-rousers and taking advantage of the political naivete of students "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","e383690d-9d8b-44bb-9ecf-4f956d5e6ef6","a052f849-0f4b-4ecc-9f88-4bf6cfce6e14","I think it is ok to have a peaceful protest but when the protest gets out of hand it is not ok.  I think that these students need to watch their behavior. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","831396b4-53c8-49f5-91ad-9accc2f1f118","764587eb-a8c0-4057-8c91-ac8d02fa8feb","I think it was a good way to show support for the different sides.  As long as it was civil and respectful, student or any protests are part of the expression of opinion.  Where it got out of hand Or disruptive is where the issue of student protests become divisive"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","12cbbfe8-be27-4209-bd64-fcb6e1f5d60d","88cdbdf4-af7d-4d8a-bed2-05dd26bfd215","I support the non-disruptive non-violent protests. All views. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","98da2b09-8f81-4efe-9098-0e22303f8c74","9b33e908-4d4c-411b-a7f7-ef30f5b70eae","I think the protests are uncalled for. The US should stay out of foreign affairs."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","655c787d-8cfe-474c-8861-4fea93a534ce","31a62844-9a06-46ab-a448-34a59d4cd7bb","They are met with varied responses.  The college students feel strongly about the Gaza conflict."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","599449a9-5028-4d7f-a820-9571de8812e6","72cd22c9-895f-4497-83c8-3575500856e0","I'm not a big fan of disrupting innocent people to protest so the protests at colleges bother me a little but I understand that sometimes it's uncomfortable to protest, that's sort of the point."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","0d788adf-3314-446c-860a-3790c327805f","f097c686-1e9f-4f65-b14d-fb852fc3ea32","I think they're an integral part of the American democratic system and paramount to the praxis of the first amendment"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","c63b3bac-bf39-47a3-b841-7755d990b79a","ffccb7e3-a17b-4b9c-9eca-07a7957e2ec0","I think they have been instigated by outside extremist sources that have co-opted the students desire 'to make the world a better place'. I think activist professors have also played on students emotions and have only given them the side of the story that they believe in. I believe that MOST of the students participating in these protests don't have a very deep understanding of the history of the region. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","cac76856-4399-432a-ba8a-e3bd67347166","1d989242-f58a-4644-a38d-782a187e09b6","I can speak with some personal experience, as I live close to my alma mater still and I have walked by the Pro-Palestine encampment that was enacted in the quad on campus. My impression is that the protestors are seemingly sticking to their area and not making much of a fuss. They blocked the student buses for like an hour or two one morning and went to a few classes to protest but they did not make much of a stir. It would be easy to forget about them, even as an enrolled student."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","de7834a7-76ef-44e2-a50d-cecfed76254f","47bcdd2f-af37-4e47-b8b8-534856036889","The protests have varied widely in their methods, from peaceful demonstrations and sit-ins to more disruptive actions like building occupations and blockades. 

"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","af707f23-983f-4ac8-ba8b-9297e0fc5817","f1857f84-ccd0-4886-853e-e9c627a19068","I think they are disruptive and anti-semitic. Also they are supporting a group of people that would gladly blow them up. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","6e70cbb9-e67d-4abd-a163-a8a71005fea5","ccfc8437-b154-47a1-8818-e82d51953a11","I think the students don't really know what they are protesting about and are doing it just to try and seem like they are defiant and want to be covered on social media as some kind of liberation movement "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","5dd6bf1b-9667-4255-8cf4-e3840d01efad","8aba8921-dc7d-4712-83d0-afbbc37d602a","Not appropriate for the setting

"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","e0e22cbe-3956-4da7-bb6f-30c3135ebfe1","0f37f654-4882-4ea2-85f4-0a25e6f351a2","i dont think they should have happened in the first place.  i feel they are getting nothing accomplished with the protest and are just throwing a tantrum  "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","aa65ba18-874e-413b-a910-f3f93f200b38","532d8dbb-d54a-4bae-9159-e234b9708157","protesting and talking about different right and outcomes is necessary, as long as you do it none violently  "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","6c978cf1-fe04-4a0f-9c37-c862b6f7f15e","12a639e7-3c3e-4fd4-a99e-2786c3c960f4","The students are passionate about the cause and are following their heart. I think peaceful protest is ok but only when it does not keep others from being able to pursue their livelihood. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","c5991c2e-c383-4666-ae9f-d3542b4d548d","80e23d8d-69c5-4320-acca-e253d7a5f435","That if they are peaceful there is no need to get involved or punish students. If it is disruptive and becomes a threat police do need to be called."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","d69c05e7-acfd-42c5-bcc4-dee36d689d8a","b7391a44-3a67-462b-baee-38a6c675cdb8","I think peaceful ones are fine. Disruptive/violent protests are not fine."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","fc1e519c-2834-49f7-bb1f-d05e7e6d0886","c22da7eb-38c7-4460-88b9-063028f9666f","While I recognize and strongly favor the right to free speech and the ability to  demonstrate with peaceful protest, the campus protests are anything but that and are quite disgraceful and quite concerning seeing the level of damage and violence these events are bringing out. Taking over and disrupting campus should never be tolerated ."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","5c178241-025e-4dc3-a669-8545ecac855f","f20c9d6a-7f56-4161-8413-ddc225b6589c","The campus protests on the Israel-Gaza conflict have sparked intense divisions among students and faculty. Actions by administrators have ranged widely, from dialogue to harsher measures like protest shutdowns and police involvement. The situation underscores the challenge of balancing free expression with maintaining campus order."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","dbb68fc1-a6a3-47c9-8558-3854c702b348","617c5199-1bc6-45ee-afe5-08a15e5a6ac6","People should be allowed to protest, we literally have the right to do so and I think it says more about the campus itself calling the police and pulling these people's status as students than it does the actual students. It's quite frankly disgusting, the behavior of institutions that make a living off of these students at unrealistic and unreasonable tuition costs. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","1ffa5e58-a537-4a1a-9232-e4b6d0619199","10fd98f4-c253-423b-8d07-ea094c9ab946","While I don't necessary agree with everything that protesters say, I feel generally positive about campus protests.  I feel that protests, throughout our history, have been a necessary part of positive change.  I do feel that protests should always be peaceful and I don't necessarily agree with protestors that block important roads or cause disruptions."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","0b6cd817-478e-41ed-9840-3f0f66302fd0","9c15a4ea-bfff-4ffe-93a2-bbadf4eb9877","My impression of the campus protests are that they were a good way to shine light on the issue, but they also started to get violent and people that were not originally there to protest for the right reasons got involved and turned it into something else."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","a642c3c9-3bd2-4f5d-b86e-14655df84651","468277e4-ee0d-448c-a0e1-5bb1a7227f65","The campus protests are ridiculous

They have gotten in the way of education."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","3177df1d-c8ef-424f-bc1e-91bc1305409c","6b4b4540-af4e-4981-8044-ec80571f7e47","I really dislike them, because from what I have seen, despite being college educated, a lot of the protestors have no idea what they are talking about. It is another one of those instances where everyone is reacting without understanding what they are reacting about . I have seen students across the United States continue to chant and spout false historical narratives about the region to prove their points. As a history major, not only does it make me mad, but it makes me extreamly disappointed"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","3c28c506-c101-4a43-abbf-16ba2323c79c","8914a006-24bd-4aac-ae03-1a470ac10176","I can understand that some students have wanted to protest. I think it was appropriate that some actions were taken to prevent the protests from becoming worse."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","f8745840-7190-4eb4-9ef5-c1a8f002025b","2962c24d-1e2a-48e4-8a07-8b33f5b7594e","I think it is great that the protestors are calling for action to support Gaza, but I also think that too many protests have taken things a bit far and have rightfully been shut down."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","50fca626-b8fb-4deb-9938-48b27e45d996","2f85ca2d-e3d0-43ba-b028-8acde3c35f19","I feel that if people want to protest that they should do it at their house and if they are living in campus then they should not be participating. People go to college to learn and they should not have their money wasted because someone on campus doesn't free with what's going on in the world. If they were at their own residence, would they be protesting? Probably not."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","3f9531b3-f36f-4ca3-93a3-4732ca5cd0a5","edcf900f-1b65-4454-8aa7-3a9086c76f82","I am completely supportive of safe, peaceful, and non-violent protests of all kinds. I support the protesters, even if I do not completely agree with their stance."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","7160b0e1-4cd9-4de1-9c90-dd7e4a82537f","5d43ad04-db9b-4edb-ae8c-96ecad9b4c6a","I fully support them so long as they are peaceful "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","2d8b6159-2857-458c-be87-e23fd3742f2f","74c5e2e9-12ea-4bb6-9c9f-8a5de46fe9f1","I think these protests are entirely acceptable and protected by the constitution. Students have a right to criticize the school they go to for its participation in a genocide. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","e478f9df-0742-46cd-8002-53a5d9e91524","0232ab28-7430-454f-b59a-b7adcee6f89b","They are the right of the protestors and especially on college campuses, which are supposed to be bastions of free speech, they should be allowed as long as they don't turn violent or destructive. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","6dda4ad9-9a3a-4434-979c-375aa6a20ae5","3785f455-d8a5-4ee8-bc92-7cf5639fd6e5","I think they are a way for the youth to have their voice heard."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","33d574d4-9f28-46e8-b9d3-f797f35ebb2f","9f1a8725-538e-4ff6-9f42-1be6f58b98db","Protests are a waste of tinevabd should nit be tolerated on campus "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","27d35940-62a2-424f-98ff-6d1770296521","513b61b5-a6b2-4638-8a16-c4f7df5b7c8b","That they are way out of hand! I believe protests should be peaceful and should be pre-arranged in a park or political office grounds. I don't thing any protests should ever be held at a college or school. These are places for people to study and students and teachers who are not involved in the protests can be injured and it disrupts classes. People pay money to go to college and it should be a safe environment! I believe there is no excuse for this! They should have their protests elsewhere!"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","c2a9abd6-2e15-4b14-82af-996c539c11c4","1a73a8a5-e281-4e60-9f9e-b572d97c2157","They have a constitutional right to a peaceful protest."
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","bae4b9a3-cc2e-418b-8e69-848f4a6d85db","93d714a8-23dd-4a6e-90eb-8060a86a1b20","I believe that students and faculty have the right to protest and be heard. I believe they should be as peaceful as possible and the police should not interfere with the freedoms we as Americans possess"
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","a3aac9d8-7c77-4066-bba8-1035740cd76b","c7a3104f-63ad-446a-b59d-941e457ccb44","Students are passionate about their stances and feel they need to be vocal. "
"c695618c-23e8-4edd-a0cd-cff190e3d13c","What are your impressions of the campus protests?","43c672f2-8eb7-4a58-baa8-02f4e75ce0e8","57fcb71c-42ee-401a-97c7-0e0c35799ccd","My impression is that some of the protests are misguided, especially with their tactics, but the action taken against the protests has been excessive in more cases. Of course, I know that the news stories do not apply to most cases--the vast majority of protests (and the retaliation from colleges/local governments) have been uneventful."
