"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 03:56 PM (GMT)"
"Duration","02:10:51"
"Participants","323"
"Participant Limit","350"
"Total Screener Polls","3"
"Total Conversation Questions","6"


"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"69f52433-b700-49de-8ef8-a1448d82e070","Poll Single Select","What political party do you most identify with?","Republican","31.0%","100.0%","0.0%","0.0%","18.4%","27.3%","30.2%","28.0%","38.3%","37.0%","29.4%","24.7%","43.8%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%"
"69f52433-b700-49de-8ef8-a1448d82e070","Poll Single Select","What political party do you most identify with?","Democrat","35.3%","0.0%","100.0%","0.0%","39.5%","30.9%","34.0%","34.0%","37.0%","37.0%","38.8%","39.3%","20.3%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%"
"69f52433-b700-49de-8ef8-a1448d82e070","Poll Single Select","What political party do you most identify with?","Other/Independent","33.7%","0.0%","0.0%","100.0%","42.1%","41.8%","35.8%","38.0%","24.7%","26.1%","31.8%","36.0%","35.9%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%"

"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","18-24","11.8%","7.0%","13.2%","14.7%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","11.2%","13.5%","10.9%","31.8%","0.0%","46.9%","0.0%","41.0%","0.0%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","25-34","17.0%","15.0%","14.9%","21.1%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","12.4%","24.7%","18.8%","68.2%","0.0%","53.1%","0.0%","59.0%","0.0%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","35-44","16.4%","16.0%","15.8%","17.4%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","17.1%","12.4%","20.3%","0.0%","20.5%","0.0%","22.0%","0.0%","27.1%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","45-54","15.5%","14.0%","14.9%","17.4%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","15.9%","18.0%","10.9%","0.0%","17.9%","0.0%","20.7%","0.0%","27.1%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","55-64","25.1%","31.0%","26.3%","18.3%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","27.6%","20.2%","25.0%","0.0%","39.7%","0.0%","36.6%","0.0%","28.6%"
"cd4b4729-df1c-4b8a-8a1d-b140a1f7ef95","Poll Single Select","What is your age?","65+","14.2%","17.0%","14.9%","11.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","15.9%","11.2%","14.1%","0.0%","21.8%","0.0%","20.7%","0.0%","17.1%"

"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"d3824d52-41f0-49eb-8458-3361ecb387d1","Poll Single Select","What best describes the region you live in?","Suburban","52.6%","50.0%","57.9%","49.5%","50.0%","38.2%","54.7%","54.0%","58.0%","58.7%","100.0%","0.0%","0.0%","45.5%","51.3%","56.3%","58.5%","30.8%","60.0%"
"d3824d52-41f0-49eb-8458-3361ecb387d1","Poll Single Select","What best describes the region you live in?","Urban","27.6%","22.0%","30.7%","29.4%","31.6%","40.0%","20.8%","32.0%","22.2%","21.7%","0.0%","100.0%","0.0%","27.3%","20.5%","31.3%","30.5%","46.2%","20.0%"
"d3824d52-41f0-49eb-8458-3361ecb387d1","Poll Single Select","What best describes the region you live in?","Rural","19.8%","28.0%","11.4%","21.1%","18.4%","21.8%","24.5%","14.0%","19.8%","19.6%","0.0%","0.0%","100.0%","27.3%","28.2%","12.5%","11.0%","23.1%","20.0%"

"Question ID","Question Type","Question","Responses","All(323)","O1: Republican (100)","O1: Democrat (114)","O1: Other/Independent (109)","O2: 18-24 (38)","O2: 25-34 (55)","O2: 35-44 (53)","O2: 45-54 (50)","O2: 55-64 (81)","O2: 65+ (46)","O3: Suburban (170)","O3: Urban (89)","O3: Rural (64)","young republicans (<35) (22)","older republicans (>35) (78)","young democrats (32)","older democrats (82)","young independents (39)","older independents (70)"
"4e5e8a22-3cdb-4cba-a1fd-300b90088dff","Poll Single Select","Do you believe that defending human rights globally should be a goal of American policy?","Yes","69.7%","57.0%","86.8%","63.3%","78.9%","60.0%","81.1%","76.0%","64.2%","63.0%","72.4%","75.3%","54.7%","63.6%","55.1%","75.0%","91.5%","64.1%","62.9%"
"4e5e8a22-3cdb-4cba-a1fd-300b90088dff","Poll Single Select","Do you believe that defending human rights globally should be a goal of American policy?","No","23.2%","34.0%","10.5%","26.6%","21.1%","32.7%","15.1%","14.0%","28.4%","23.9%","18.2%","22.5%","37.5%","31.8%","34.6%","18.8%","7.3%","33.3%","22.9%"
"4e5e8a22-3cdb-4cba-a1fd-300b90088dff","Poll Single Select","Do you believe that defending human rights globally should be a goal of American policy?","Don't know","7.1%","9.0%","2.6%","10.1%","0.0%","7.3%","3.8%","10.0%","7.4%","13.0%","9.4%","2.2%","7.8%","4.5%","10.3%","6.3%","1.2%","2.6%","14.3%"

"Question ID","Question Type","Question","Star","Responses","Sentiment","All(310)","O1: Republican (96)","O1: Democrat (109)","O1: Other/Independent (105)","O2: 18-24 (38)","O2: 25-34 (54)","O2: 35-44 (50)","O2: 45-54 (49)","O2: 55-64 (78)","O2: 65+ (41)","O3: Suburban (163)","O3: Urban (87)","O3: Rural (60)","young republicans (<35) (22)","older republicans (>35) (74)","young democrats (32)","older democrats (77)","young independents (38)","older independents (67)","Submitted By","Sample ID","Participant ID"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Because human rights should be protected no matter what","Neutral","72%","61%","87%","65%","84%","67%","74%","76%","68%","66%","72%","78%","60%","73%","58%","84%","88%","66%","64%","O1: Republican, O2: 35-44, O3: Rural, older republicans (>35)","","9c46babe-44e4-4df5-8d3a-b0ce0991d6c7"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think all countries should act in the best interest of all humanity which includes protecting human rights. It doesn't need to be the only goal of American policy but it should always be a consideration and US policy should never violate the human rights of anyone.
","Neutral","72%","59%","88%","66%","76%","65%","74%","82%","68%","68%","72%","78%","62%","64%","58%","84%","90%","61%","69%","O1: Democrat, O2: 35-44, O3: Suburban, older democrats","","25a617b2-658e-46ac-b439-78908f063115"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","As a significant country/leaders in the world, I think it's in the USA's interests to try to help defend human rights. Everyone has a right to live a safe, peaceful life. However, I do not agree with military involvement or sending weapons etc. I only agree with providing humanitarian support. ","Neutral","72%","65%","84%","65%","79%","67%","78%","80%","63%","71%","72%","76%","63%","77%","61%","84%","84%","58%","69%","O1: Democrat, O2: 25-34, O3: Urban, young democrats","","ea089aba-9aaa-4354-a796-60902a8981d4"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Violations of human rights are like a disease.   If they are not destroyed early on they just spread.  We need to be proactive and not reactive.  It may not affect us directly right now, but eventually like most diseases, it will reach us.","Negative","72%","63%","83%","68%","79%","67%","78%","78%","64%","71%","73%","78%","58%","73%","59%","81%","84%","63%","70%","O1: Other/Independent, O2: 35-44, O3: Suburban, older independents","","ae8428f4-22bb-455c-80f4-40b43f167a59"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","My thought on this is that all World Nations should be concerned about human rights not just America. We are all humans and some of us are not capable of protecting ourselves from aggressors and need help and it should be a collective effort by All Nations and if America wants to be the leader that's not an problem for me","Neutral","72%","64%","84%","66%","84%","69%","78%","78%","63%","66%","74%","76%","58%","77%","59%","88%","83%","63%","67%","O1: Other/Independent, O2: 55-64, O3: Suburban, older independents","","c1878b75-7160-4707-b3e3-386459160a0c"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","The act of defending human rights globally is a must due to the fact that if a superpower such as the USA doesn't do so, then who will? This will make the USA as a sought-after refugee spot for all foreign citizens of various countries that are under the effects of war, terror, genocide, and other inhumane conflicts/conditions.","Neutral","72%","64%","83%","67%","79%","67%","78%","80%","63%","71%","72%","79%","58%","73%","61%","81%","84%","63%","69%","O1: Democrat, O2: 18-24, O3: Suburban, young democrats","","307eb699-a748-46b5-9cec-bbe1890e4301"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","Because we, in a position of power, should use our resources to help those in need.","Neutral","72%","63%","84%","67%","79%","67%","78%","78%","65%","68%","73%","79%","57%","73%","59%","81%","86%","63%","69%","O1: Democrat, O2: 18-24, O3: Suburban, young democrats","","867771ff-2e30-496d-8b30-af1e0ce47798"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think that we need to be global citizens as well.  We need to help to ensure that all people are being treated humanly and not just our own citizens. ","Neutral","71%","61%","86%","65%","84%","67%","74%","76%","67%","66%","72%","78%","60%","73%","58%","84%","87%","66%","64%","O1: Republican, O2: 45-54, O3: Suburban, older republicans (>35)","","e720c4e6-672b-4014-bc72-14988f1b7932"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think protecting human rights is important no matter where in the world it is. I think America should do what is needed to protect people to an extent. ","Neutral","71%","60%","87%","65%","82%","67%","74%","78%","67%","66%","71%","79%","60%","68%","58%","84%","88%","66%","64%","O1: Republican, O2: 18-24, O3: Urban, young republicans (<35)","","66699ff3-bd26-4559-b854-0942d0b6688e"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I think involving America with the conflicts in other countries helps ensure the safety of America in the long run. We should make sure that, globally, everyone has basic human rights that will help make the world a more peaceful place","Neutral","71%","61%","85%","66%","84%","67%","74%","78%","65%","66%","72%","77%","60%","73%","58%","84%","86%","66%","66%","O1: Other/Independent, O2: 65+, O3: Rural, older independents","","faefb80c-2bf0-46a3-b601-fa163d323618"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","The simplest reason is we have built both a country, ideology and reputation for looking out for human rights. By doing so we stay true to ourselves and our belief system.","Neutral","71%","61%","86%","65%","82%","65%","82%","78%","60%","71%","74%","75%","60%","73%","58%","84%","87%","61%","67%","O1: Other/Independent, O2: 35-44, O3: Rural, older independents","","4718f846-4a18-4992-ba55-3d0b46dd398c"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","I feel supporting human rights across the globe is something to has to be done as a leader in international politics. It improves living conditions for those effected, and helps insure that negligent and dangerous behavior doesn't spread to other countries and governments. It absolutely has to be a focus for our leaders because I believe our position in the world requires us to support certain ideals across the planet, and fight against opposing and dangerous ideals abroad.","Neutral","71%","61%","85%","66%","84%","67%","74%","76%","65%","68%","72%","77%","62%","73%","58%","84%","86%","66%","66%","O1: Democrat, O2: 35-44, O3: Urban, older democrats","","37b95e58-e6b4-4bb1-99b1-6ad4867059b7"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","It aligns with America values of equality and freedom, while also practicing deeper concepts such as compassion and reducing suffering. Also, it fosters economical stability in the long run","Positive","71%","64%","84%","65%","79%","63%","84%","78%","63%","68%","75%","74%","58%","73%","61%","84%","84%","55%","70%","O1: Other/Independent, O2: 35-44, O3: Urban, older independents","","0d5a2d3b-53f7-4319-816d-f2ce6d9c45bc"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","With great power comes great responsibility","Positive","71%","59%","87%","66%","79%","63%","74%","80%","68%","68%","72%","80%","57%","59%","59%","84%","88%","63%","67%","O1: Other/Independent, O2: 55-64, O3: Urban, older independents","","bdd87eba-ec32-45dc-a094-df20939c565e"
"d43007ad-700d-4ed2-b51e-035e730eadad","Ask Opinion","Please explain why you chose this answer (please be as specific as you can).","","As a global superpower I feel like we have some obligation to promote human rights globally - who else has the means to enforce it?","Neutral","71%","60%","85%","67%","82%","65%","76%","76%","65%","71%","71%","78%","62%","68%","58%","84%","86%","63%","69%","O1: Other/Independent, O2: 25-34, O3: Suburban, young independents","","a525d72c-d03a-48f2-8fab-e707d2ebcf17"
