"Name","Right to assemble"
"Title","Right to assemble"
"Date","June 25, 2024 at 03:38 PM (GMT)"
"Duration","02:32:07"
"Participants","318"
"Participant Limit","350"
"Total Screener Polls","5"
"Total Conversation Questions","6"


"Question ID","Question Type","Question","Responses","All(318)","O2: Very liberal (56)","O2: Slightly liberal (79)","O2: Moderate (75)","O2: Slightly conservative (68)","O2: Very conservative (40)","O3: Under 17 (0)","O3: 18-20 (10)","O3: 21-29 (58)","O3: 30-39 (63)","O3: 40-49 (40)","O3: 50-59 (71)","O3: Above 60 (76)","O4: Current student (76)","Left leaning (135)","Right leaning (108)","Protest Attendance (105)","Non -Protest Attendants (201)","O4: Faculty (9)","O4: Staff (18)","O4: Community member (215)","O5: Female (164)","O5: Male (153)","O5: Non-binary (1)","O5: Prefer not to disclose (0)"
"66c41e04-e479-4a43-94d1-f42d3f12da12","Poll Single Select","What is your political viewpoints?","Very liberal","17.6%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","20.0%","19.0%","15.9%","25.0%","14.1%","17.1%","17.1%","41.5%","0.0%","28.6%","11.4%","22.2%","27.8%","16.7%","17.7%","17.6%","0.0%","0.0%"
"66c41e04-e479-4a43-94d1-f42d3f12da12","Poll Single Select","What is your political viewpoints?","Slightly liberal","24.8%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","20.0%","25.9%","23.8%","37.5%","18.3%","25.0%","23.7%","58.5%","0.0%","24.8%","25.9%","11.1%","11.1%","27.0%","25.0%","24.2%","100.0%","0.0%"
"66c41e04-e479-4a43-94d1-f42d3f12da12","Poll Single Select","What is your political viewpoints?","Moderate","23.6%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","40.0%","32.8%","34.9%","10.0%","25.4%","10.5%","31.6%","0.0%","0.0%","20.0%","25.9%","33.3%","16.7%","20.9%","23.2%","24.2%","0.0%","0.0%"
"66c41e04-e479-4a43-94d1-f42d3f12da12","Poll Single Select","What is your political viewpoints?","Slightly conservative","21.4%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","20.0%","13.8%","17.5%","15.0%","31.0%","25.0%","17.1%","0.0%","63.0%","17.1%","23.9%","22.2%","27.8%","22.3%","21.3%","21.6%","0.0%","0.0%"
"66c41e04-e479-4a43-94d1-f42d3f12da12","Poll Single Select","What is your political viewpoints?","Very conservative","12.6%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","8.6%","7.9%","12.5%","11.3%","22.4%","10.5%","0.0%","37.0%","9.5%","12.9%","11.1%","16.7%","13.0%","12.8%","12.4%","0.0%","0.0%"

"Question ID","Question Type","Question","Responses","All(318)","O2: Very liberal (56)","O2: Slightly liberal (79)","O2: Moderate (75)","O2: Slightly conservative (68)","O2: Very conservative (40)","O3: Under 17 (0)","O3: 18-20 (10)","O3: 21-29 (58)","O3: 30-39 (63)","O3: 40-49 (40)","O3: 50-59 (71)","O3: Above 60 (76)","O4: Current student (76)","Left leaning (135)","Right leaning (108)","Protest Attendance (105)","Non -Protest Attendants (201)","O4: Faculty (9)","O4: Staff (18)","O4: Community member (215)","O5: Female (164)","O5: Male (153)","O5: Non-binary (1)","O5: Prefer not to disclose (0)"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","Under 17","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","18-20","3.1%","3.6%","2.5%","5.3%","2.9%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.5%","3.0%","1.9%","1.9%","4.0%","0.0%","0.0%","0.9%","3.7%","2.6%","0.0%","0.0%"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","21-29","18.2%","19.6%","19.0%","25.3%","11.8%","12.5%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","38.2%","19.3%","12.0%","18.1%","18.4%","22.2%","11.1%","11.6%","18.3%","18.3%","0.0%","0.0%"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","30-39","19.8%","17.9%","19.0%","29.3%","16.2%","12.5%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","18.4%","18.5%","14.8%","21.0%","20.4%","33.3%","27.8%","19.1%","18.3%","20.9%","100.0%","0.0%"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","40-49","12.6%","17.9%","19.0%","5.3%","8.8%","12.5%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","10.5%","18.5%","10.2%","14.3%","11.9%","0.0%","11.1%","14.0%","12.2%","13.1%","0.0%","0.0%"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","50-59","22.3%","17.9%","16.5%","24.0%","32.4%","20.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","14.5%","17.0%","27.8%","19.0%","23.4%","22.2%","33.3%","24.2%","25.0%","19.6%","0.0%","0.0%"
"8827c943-aaed-4089-9711-c5579b2c1ccc","Poll Single Select","Which category includes your age?","Above 60","23.9%","23.2%","24.1%","10.7%","27.9%","42.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","7.9%","23.7%","33.3%","25.7%","21.9%","22.2%","16.7%","30.2%","22.6%","25.5%","0.0%","0.0%"

"Question ID","Question Type","Question","Responses","All(318)","O2: Very liberal (56)","O2: Slightly liberal (79)","O2: Moderate (75)","O2: Slightly conservative (68)","O2: Very conservative (40)","O3: Under 17 (0)","O3: 18-20 (10)","O3: 21-29 (58)","O3: 30-39 (63)","O3: 40-49 (40)","O3: 50-59 (71)","O3: Above 60 (76)","O4: Current student (76)","Left leaning (135)","Right leaning (108)","Protest Attendance (105)","Non -Protest Attendants (201)","O4: Faculty (9)","O4: Staff (18)","O4: Community member (215)","O5: Female (164)","O5: Male (153)","O5: Non-binary (1)","O5: Prefer not to disclose (0)"
"db908d97-829a-446f-b26c-7779f4cd6c47","Poll Single Select","What is your engagement or relationship (current or past) to a college or university?","Current student","23.9%","23.2%","22.8%","32.0%","19.1%","20.0%","0.0%","80.0%","50.0%","22.2%","20.0%","15.5%","7.9%","100.0%","23.0%","19.4%","27.6%","22.9%","0.0%","0.0%","0.0%","23.2%","24.8%","0.0%","0.0%"
"db908d97-829a-446f-b26c-7779f4cd6c47","Poll Single Select","What is your engagement or relationship (current or past) to a college or university?","Faculty","2.8%","3.6%","1.3%","4.0%","2.9%","2.5%","0.0%","0.0%","3.4%","4.8%","0.0%","2.8%","2.6%","0.0%","2.2%","2.8%","5.7%","1.5%","100.0%","0.0%","0.0%","1.2%","4.6%","0.0%","0.0%"
"db908d97-829a-446f-b26c-7779f4cd6c47","Poll Single Select","What is your engagement or relationship (current or past) to a college or university?","Staff","5.7%","8.9%","2.5%","4.0%","7.4%","7.5%","0.0%","0.0%","3.4%","7.9%","5.0%","8.5%","3.9%","0.0%","5.2%","7.4%","7.6%","4.5%","0.0%","100.0%","0.0%","9.1%","2.0%","0.0%","0.0%"
"db908d97-829a-446f-b26c-7779f4cd6c47","Poll Single Select","What is your engagement or relationship (current or past) to a college or university?","Community member","67.6%","64.3%","73.4%","60.0%","70.6%","70.0%","0.0%","20.0%","43.1%","65.1%","75.0%","73.2%","85.5%","0.0%","69.6%","70.4%","59.0%","71.1%","0.0%","0.0%","100.0%","66.5%","68.6%","100.0%","0.0%"

"Question ID","Question Type","Question","Responses","All(318)","O2: Very liberal (56)","O2: Slightly liberal (79)","O2: Moderate (75)","O2: Slightly conservative (68)","O2: Very conservative (40)","O3: Under 17 (0)","O3: 18-20 (10)","O3: 21-29 (58)","O3: 30-39 (63)","O3: 40-49 (40)","O3: 50-59 (71)","O3: Above 60 (76)","O4: Current student (76)","Left leaning (135)","Right leaning (108)","Protest Attendance (105)","Non -Protest Attendants (201)","O4: Faculty (9)","O4: Staff (18)","O4: Community member (215)","O5: Female (164)","O5: Male (153)","O5: Non-binary (1)","O5: Prefer not to disclose (0)"
"b5b1afe5-7b49-4e39-8f52-cbf00d7b9033","Poll Single Select","What is your gender identity?","Female","51.6%","51.8%","51.9%","50.7%","51.5%","52.5%","0.0%","60.0%","51.7%","47.6%","50.0%","57.7%","48.7%","50.0%","51.9%","51.9%","44.8%","55.7%","22.2%","83.3%","50.7%","100.0%","0.0%","0.0%","0.0%"
"b5b1afe5-7b49-4e39-8f52-cbf00d7b9033","Poll Single Select","What is your gender identity?","Male","48.1%","48.2%","46.8%","49.3%","48.5%","47.5%","0.0%","40.0%","48.3%","50.8%","50.0%","42.3%","51.3%","50.0%","47.4%","48.1%","54.3%","44.3%","77.8%","16.7%","48.8%","0.0%","100.0%","0.0%","0.0%"
"b5b1afe5-7b49-4e39-8f52-cbf00d7b9033","Poll Single Select","What is your gender identity?","Non-binary","0.3%","0.0%","1.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.6%","0.0%","0.0%","0.0%","0.0%","0.7%","0.0%","1.0%","0.0%","0.0%","0.0%","0.5%","0.0%","0.0%","100.0%","0.0%"
"b5b1afe5-7b49-4e39-8f52-cbf00d7b9033","Poll Single Select","What is your gender identity?","Prefer not to disclose","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"

"Question ID","Question Type","Question","Responses","All(318)","O2: Very liberal (56)","O2: Slightly liberal (79)","O2: Moderate (75)","O2: Slightly conservative (68)","O2: Very conservative (40)","O3: Under 17 (0)","O3: 18-20 (10)","O3: 21-29 (58)","O3: 30-39 (63)","O3: 40-49 (40)","O3: 50-59 (71)","O3: Above 60 (76)","O4: Current student (76)","Left leaning (135)","Right leaning (108)","Protest Attendance (105)","Non -Protest Attendants (201)","O4: Faculty (9)","O4: Staff (18)","O4: Community member (215)","O5: Female (164)","O5: Male (153)","O5: Non-binary (1)","O5: Prefer not to disclose (0)"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","White","72.6%","67.9%","72.2%","73.3%","77.9%","70.0%","0.0%","60.0%","63.8%","71.4%","65.0%","71.8%","86.8%","61.8%","70.4%","75.0%","62.9%","77.6%","44.4%","72.2%","77.7%","73.8%","71.2%","100.0%","0.0%"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","Black or African American","22.3%","25.0%","22.8%","24.0%","16.2%","25.0%","0.0%","30.0%","29.3%","23.8%","25.0%","23.9%","11.8%","31.6%","23.7%","19.4%","33.3%","16.4%","55.6%","27.8%","17.2%","23.2%","21.6%","0.0%","0.0%"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","American Indian or Alaskan native","0.9%","0.0%","1.3%","2.7%","0.0%","0.0%","0.0%","0.0%","0.0%","3.2%","0.0%","0.0%","1.3%","0.0%","0.7%","0.0%","0.0%","1.5%","0.0%","0.0%","1.4%","0.0%","2.0%","0.0%","0.0%"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","Asian","4.4%","3.6%","5.1%","4.0%","5.9%","2.5%","0.0%","20.0%","8.6%","1.6%","5.0%","4.2%","1.3%","7.9%","4.4%","4.6%","3.8%","5.0%","0.0%","5.6%","3.3%","3.7%","5.2%","0.0%","0.0%"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","Native Hawaiian or Pacific Islander","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","Latinx","5.0%","7.1%","3.8%","6.7%","5.9%","0.0%","0.0%","10.0%","6.9%","4.8%","7.5%","5.6%","1.3%","9.2%","5.2%","3.7%","5.7%","5.0%","0.0%","5.6%","3.7%","4.9%","5.2%","0.0%","0.0%"
"5627aba0-8501-4cdc-9501-f347749cf04c","Poll Multi Select","How would you describe your ethnicity?","From multiple races","2.2%","3.6%","2.5%","1.3%","1.5%","2.5%","0.0%","10.0%","3.4%","3.2%","5.0%","0.0%","0.0%","3.9%","3.0%","1.9%","1.0%","3.0%","0.0%","0.0%","1.9%","2.4%","2.0%","0.0%","0.0%"

"Question ID","Question Type","Question","Star","Responses","Sentiment","All(307)","O2: Very liberal (53)","O2: Slightly liberal (78)","O2: Moderate (74)","O2: Slightly conservative (66)","O2: Very conservative (36)","O3: Under 17 (0)","O3: 18-20 (10)","O3: 21-29 (57)","O3: 30-39 (63)","O3: 40-49 (39)","O3: 50-59 (67)","O3: Above 60 (71)","O4: Current student (75)","Left leaning (131)","Right leaning (102)","Protest Attendance (105)","Non -Protest Attendants (201)","O4: Faculty (9)","O4: Staff (17)","O4: Community member (206)","O5: Female (159)","O5: Male (147)","O5: Non-binary (1)","O5: Prefer not to disclose (0)","Submitted By","Sample ID","Participant ID"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","violence property destruction","Negative","82%","79%","83%","79%","85%","81%"," - ","80%","73%","83%","85%","87%","82%","80%","82%","83%","75%","85%","67%","65%","84%","86%","77%","0%"," - ","O2: Slightly conservative, O3: 50-59, O4: Community member, O5: Male, Protest Attendance, Right leaning","","bee93acf-36c8-46df-97d6-ca295682a02c"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","If it encourages violence, disrupts traffic and blocks property. If spreads messages of hate or encourages discrimination against a certain group.","Negative","82%","81%","83%","84%","79%","81%"," - ","70%","68%","84%","87%","88%","83%","77%","82%","79%","78%","84%","100%","71%","83%","86%","78%","0%"," - ","Non -Protest Attendants, O2: Moderate, O3: 50-59, O4: Community member, O5: Female","","003c6503-b3af-4e19-9b92-96396d373f5a"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence, causing harm to others, and hate-speech.","Negative","82%","81%","86%","82%","80%","75%"," - ","80%","73%","83%","87%","85%","82%","81%","84%","78%","75%","85%","89%","65%","83%","86%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Very liberal, O3: 50-59, O4: Community member, O5: Female","","9c2e73ed-fd29-46ce-b560-92609bc4a5b1"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Physical harm and property damage.","Negative","82%","79%","83%","81%","85%","78%"," - ","80%","73%","83%","85%","88%","80%","80%","82%","82%","75%","85%","67%","65%","84%","86%","78%","0%"," - ","Non -Protest Attendants, O2: Moderate, O3: 18-20, O4: Current student, O5: Male","","f741d7c4-c8d1-4a7e-a3bd-93beb31de33c"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Destruction of property, violence, and disobeying the law.","Negative","82%","83%","85%","82%","82%","72%"," - ","80%","73%","83%","85%","87%","82%","81%","84%","78%","74%","86%","89%","65%","83%","86%","78%","0%"," - ","Non -Protest Attendants, O2: Slightly conservative, O3: Above 60, O4: Community member, O5: Female, Right leaning","","ae71a116-9825-4131-acf1-8f9c32ef8843"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Trespassing, vandalism, property damage.","Negative","82%","83%","83%","78%","85%","78%"," - ","80%","73%","86%","82%","87%","80%","81%","83%","82%","77%","84%","89%","71%","82%","85%","79%","0%"," - ","O2: Very conservative, O3: 40-49, O4: Community member, O5: Male, Protest Attendance, Right leaning","","de2a7099-f02c-422f-8129-3fde89dad5fd"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Fighting and causing damage to property","Negative","81%","77%","83%","81%","85%","78%"," - ","80%","71%","83%","85%","88%","80%","79%","81%","82%","75%","85%","67%","65%","84%","85%","78%","0%"," - ","Non -Protest Attendants, O2: Moderate, O3: 21-29, O4: Current student, O5: Male","","506f317f-ab9f-44c0-92e1-d01f95f9f862"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence and destruction of property ","Negative","81%","77%","82%","81%","85%","81%"," - ","80%","71%","83%","85%","87%","82%","80%","80%","83%","74%","85%","67%","65%","84%","86%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Slightly liberal, O3: 40-49, O4: Community member, O5: Male","","b48451f5-2728-43c2-ab16-2772e759a1c7"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","When it becomes violent and other laws are broken during the protest.","Negative","81%","81%","83%","84%","80%","75%"," - ","70%","71%","83%","85%","87%","83%","77%","82%","78%","75%","85%","89%","71%","83%","86%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Very liberal, O3: 21-29, O4: Current student, O5: Female","","6e56cdb4-77a5-4b37-b41b-1a0571f1f941"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence and property damage should not be acceptable. ","Negative","81%","77%","83%","81%","85%","78%"," - ","80%","71%","83%","85%","88%","80%","79%","81%","82%","75%","85%","67%","65%","84%","85%","78%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Slightly liberal, O3: 50-59, O4: Community member, O5: Female","","b2422cdb-1110-41ab-87b3-72aae08500df"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","violence and aggression, destruction of property","Negative","81%","75%","87%","77%","85%","81%"," - ","80%","68%","81%","87%","88%","83%","77%","82%","83%","76%","84%","78%","59%","85%","86%","77%","0%"," - ","O2: Slightly conservative, O3: 50-59, O4: Community member, O5: Male, Protest Attendance, Right leaning","","17dba775-1215-4d3d-9509-bfaa36c47359"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","violence, disruption, property damage, blocking traffic","Negative","81%","79%","83%","79%","80%","83%"," - ","80%","71%","84%","87%","87%","77%","83%","82%","81%","72%","86%","67%","65%","82%","86%","77%","0%"," - ","Non -Protest Attendants, O2: Moderate, O3: 30-39, O4: Community member, O5: Female","","95952524-7577-4979-b86e-c5cdcce9d813"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Destruction of property ","Neutral","81%","77%","82%","81%","85%","78%"," - ","80%","71%","83%","85%","87%","80%","79%","80%","82%","75%","84%","67%","65%","84%","85%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Very liberal, O3: 40-49, O4: Community member, O5: Male","","6df70e0b-1dc9-4af8-95e1-4694b6538a4f"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Trespassing, public indecency, looting, violence","Negative","81%","85%","83%","78%","83%","72%"," - ","80%","71%","86%","85%","85%","79%","80%","84%","79%","76%","84%","78%","71%","82%","84%","78%","0%"," - ","Left leaning, O2: Slightly liberal, O3: 30-39, O4: Community member, O5: Female, Protest Attendance","","aee2a166-9cc3-4e34-8664-d72515fb0c93"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence, law breaking, trespassing.","Negative","81%","83%","85%","78%","82%","75%"," - ","70%","70%","87%","87%","84%","80%","77%","84%","79%","76%","84%","89%","71%","83%","84%","78%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Slightly liberal, O3: Above 60, O4: Community member, O5: Male","","7769dd24-fa6c-46ee-a316-303b514b0203"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","When things (or people) start to become damaged, protests start to become a problem. ","Negative","81%","79%","81%","84%","79%","83%"," - ","60%","79%","76%","85%","90%","80%","80%","80%","80%","75%","84%","100%","76%","81%","84%","79%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Very liberal, O3: 18-20, O4: Current student, O5: Male","","0d09643e-5288-4462-8917-5dab8ebb10d5"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","destruction of property and physical harm","Negative","81%","77%","82%","81%","85%","78%"," - ","80%","71%","83%","85%","87%","80%","79%","80%","82%","75%","84%","67%","65%","84%","85%","77%","0%"," - ","Left leaning, O2: Very liberal, O3: Above 60, O4: Community member, O5: Male, Protest Attendance","","e5fb359b-17b4-4ff9-9a5b-d6343d632dd4"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence, threats of violence, vandalism, assault","Negative","81%","81%","85%","78%","82%","78%"," - ","80%","68%","83%","87%","88%","80%","81%","83%","80%","73%","85%","78%","65%","82%","84%","79%","0%"," - ","Left leaning, O2: Very liberal, O3: 30-39, O4: Community member, O5: Female, Protest Attendance","","23354078-11e3-4d08-8c60-0675340bbf0c"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","destruction of properties and lives","Negative","81%","77%","82%","81%","85%","78%"," - ","80%","71%","83%","85%","87%","80%","79%","80%","82%","75%","84%","67%","65%","84%","85%","77%","0%"," - ","O2: Slightly conservative, O3: 50-59, O4: Current student, O5: Female, Protest Attendance, Right leaning","","4b5324a1-f7f2-44c4-84b9-2f547b84c82e"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Any thing that destroys public or private property and that becomes threatening or violent against law enforcement or other citizens. Anything that is meant to spread hate towards specific groups of people.","Negative","81%","81%","81%","82%","80%","81%"," - ","70%","71%","78%","87%","88%","83%","77%","81%","80%","75%","84%","89%","65%","83%","85%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Slightly liberal, O3: Above 60, O4: Community member, O5: Female","","7432721b-8c5e-4318-815c-2a761d0df366"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence or Destruction of Property: Engaging in violence, vandalism, or destruction of property undermines the peaceful nature of protests and can harm individuals, communities, and public infrastructure.

Disruption without Purpose: Disrupting public order or activities without a clear purpose or goal can alienate potential supporters and detract from the message of the protest.
","Negative","81%","83%","82%","82%","82%","72%"," - ","70%","71%","81%","85%","88%","82%","76%","82%","78%","72%","86%","89%","65%","84%","84%","78%","0%"," - ","Left leaning, O2: Slightly liberal, O3: Above 60, O4: Community member, O5: Male, Protest Attendance","","dacecc93-b642-4069-bf82-99534ef153b4"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","violence, profanity, destruction

","Negative","81%","79%","87%","75%","83%","78%"," - ","80%","68%","83%","87%","88%","80%","76%","84%","81%","77%","83%","78%","71%","84%","86%","76%","0%"," - ","Non -Protest Attendants, O2: Moderate, O3: 21-29, O4: Current student, O5: Female","","04f2a27e-8f0c-4355-a1e5-3f90057d9ccd"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Any use of violence or property decimation.","Neutral","81%","79%","86%","81%","83%","69%"," - ","80%","71%","81%","87%","87%","80%","79%","83%","78%","73%","85%","78%","71%","83%","87%","75%","0%"," - ","Non -Protest Attendants, O2: Moderate, O3: 30-39, O4: Community member, O5: Male","","45776a47-872a-4e24-9fb5-dd2b18cfe4c0"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Violence, destruction of any kind.","Negative","81%","75%","83%","81%","85%","78%"," - ","80%","70%","83%","85%","88%","80%","79%","80%","82%","74%","85%","67%","65%","84%","85%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Slightly liberal, O3: Above 60, O4: Community member, O5: Female","","f62aa81f-fec2-4b93-b623-db98bb9e719a"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Mostly things that involve violence. Such as but not limited to: trashing stores/stealing, arson, use of weapons, and so forth.","Neutral","81%","77%","83%","79%","82%","81%"," - ","80%","70%","84%","90%","88%","75%","83%","81%","81%","73%","85%","56%","65%","82%","86%","76%","0%"," - ","Non -Protest Attendants, O2: Slightly conservative, O3: 18-20, O4: Current student, O5: Male, Right leaning","","6e4147c1-9577-4b07-88fc-d445853c50d9"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","When the people smash windows, loot stores, burn police cars, violence  in general.","Negative","81%","75%","81%","81%","83%","83%"," - ","80%","70%","83%","82%","88%","80%","81%","79%","83%","74%","84%","67%","71%","82%","86%","75%","0%"," - ","O2: Slightly conservative, O3: Above 60, O4: Community member, O5: Male, Protest Attendance, Right leaning","","2f9adfec-77ff-4ef8-a88b-6eb26072edf8"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Damage to property, blocking other people from going on about their lives, or violence are not appropriate.","Negative","81%","81%","82%","82%","80%","75%"," - ","70%","70%","79%","87%","88%","82%","77%","82%","78%","77%","83%","89%","71%","82%","84%","77%","0%"," - ","Left leaning, Non -Protest Attendants, O2: Very liberal, O3: 50-59, O4: Community member, O5: Male","","4a623261-1728-4237-bdb1-8d48e8232027"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","violence, breaking the laws, damaging buildings. hurting individuals. drugs. alcohol. ","Neutral","81%","81%","85%","78%","80%","78%"," - ","80%","73%","83%","85%","87%","77%","83%","83%","79%","74%","84%","67%","65%","82%","83%","79%","0%"," - ","Non -Protest Attendants, O2: Slightly conservative, O3: 40-49, O4: Community member, O5: Male, Right leaning","","88aafce8-1066-4ed2-8695-94602a47377b"
"78e5fcbe-6235-46be-bb5b-b2fb5473b9b3","Ask Opinion","What characteristics or actions, in your view, deem a protest inappropriate?","","Infringing on the rights or movements of non-protesters.  Any type of violence or property destruction.  Purposefully interfering with other legal activities.  Deliberate attempts to provoke violence.","Neutral","81%","79%","83%","84%","77%","78%"," - ","60%","70%","79%","87%","90%","82%","75%","82%","77%","76%","83%","100%","76%","82%","82%","79%","0%"," - ","Non -Protest Attendants, O2: Slightly conservative, O3: 50-59, O4: Faculty, O5: Male, Right leaning","","922b6686-9553-4b87-af8e-c9e37a042c7e"
