"Name","Right to assemble"
"Title","Right to assemble"
"Date","June 25, 2024 at 3:38 PM (GMT)"
"Duration","3:22:00"
"Participant Count","363"
"Participant Limit","350"
"File Type","Verbatim Map"
"",""
"Question ID","Question Text","Participant ID","Thought ID","Thought Text"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","143fa0f2-bf1f-4d24-83e2-02d8d153826e","abd2376a-1c9b-4712-90bf-fd23453b2155","Non-violent and non-damaging peaceful protests. A clear motive and no blocking of traffic and no disruption of public services."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","81093064-f968-4851-aa06-527717f02209","44fff51e-4a8d-417f-aaa3-d9e482ae52e2","I believe that any protest that is lawful is appropriate"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","f0f635ab-e13d-423e-ad6d-b4cdfdfb5ff7","5b3cd073-e521-4527-824e-ef52f41089c9","A group of individuals gathered peaceably to protest certain aspects of government behavior."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7eb00519-3f48-470a-bd8c-d40aa4456e67","9ae8bc68-0214-43e1-8117-563988d12bca","Being respectful and not violet
"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","d73e3343-1ef2-4390-a4da-f1aaecc2cb3e","a2e99e7e-9ddf-48dc-afa5-f5c4d017c9c3","Action, as in what they are protesting. Communication. what they are trying to get across."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","6e4147c1-9577-4b07-88fc-d445853c50d9","2c985b94-959a-4637-8a5c-d5ec5a6db64c","The protest must be peaceful and not encroach upon other's freedoms."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","8271d7f2-e25a-4aa0-985b-0f8b2666f585","b13acc09-eff9-4355-b5b0-fd4862948246","When people peaceably assemble, calm petitioning"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","d11a519e-074f-4885-bad8-396994ca13f6","e55d28d6-d728-4767-b5c1-e8dd0d82cc78","I think a protest is appropriate if it is not physically harming anyone or producing hate speech. I understand that businesses and bystanders may be inconvenienced by such assemblies, but protests that do not damage people or property and are not violent or hateful are appropriate. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","a3b96181-0929-44e4-90bb-b2b2ad8e2612","05d944e5-9352-42eb-a885-c249ab5660c7","peacefull, apropriate paperwork, non-damaging

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","4c1e270b-207f-4b2c-8842-bb116e36962a","52783b2f-04c5-4a78-a335-0c2a612ce49c","Well, it says the right to assemble includes a protest, march, or general demonstration... so I would say that anything that falls under those parameters is definitely fair game. In my opinion, as long as people are non-violent and not creating a VALID safety hazard (not one arbitrarily made up) to others, then nearly any protest is appropriate. I would not limit things based on whether I personally think they're wrong or immoral or whatever, because that's a slippery slope."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","140a1bd9-8069-47b5-abaa-b9da1e34b336","454434db-7167-4a37-a4d9-73ce4223e627","A protest should be peaceful and sufficiently warranted

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","e19ffe48-b5fc-408e-a58b-419676f152e1","b6386070-405e-4839-b883-87883e9feeec","being peaceful and not getting mad if others dont care about your cause"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","71aae5d4-89df-4d96-9e8d-4b5ad0627972","0281a8be-1d9d-44e2-b9e3-7d9323a83251","There is a truthful, honest, and respectable cause behind the protest, it is peaceful and respectful (no violence, no hate, no destruction of property), it doesn't obstruct traffic or people getting to places, it doesn't cause scenes and causes police intervention for being destructive, and there is a clear line for what the protest is advocating for and how after the protest, what the next steps are. Doesn't cause political divide or hatred. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","e5fb359b-17b4-4ff9-9a5b-d6343d632dd4","864a1c8d-01fa-47f6-9bfb-eb8c14467098","peaceful protest without violence"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","88aafce8-1066-4ed2-8695-94602a47377b","0b523434-bd84-4db4-965c-33e2361c0b2e","peaceful. no violence, no defacing property. no breaking laws. no drugs. no alcohol. just a message to get across. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","e3682300-9b6a-4d22-8f1a-3a7d1f123979","324378fe-385e-40ca-aab1-1d9cb5932e33","If it is peaceful, no riots. It can be a March, general demonstration or gathering, but no violence."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","e5829437-cd98-4032-a7d4-f1114fc0b98e","bf52e19a-51e6-4e60-81e9-75a4cb142a03","Trying to change public opinions on subjects"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","e1c1815f-1bea-4dcd-9b57-65196f160f42","8c7e6e76-f234-4419-ac42-1c42a60a1f5c","All protests are appropriate. Keep it civil though"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7e6307b6-1947-4762-9bc4-2ab4a153ee9a","e11260b8-af95-4e91-936a-9f425aa9e887","An appropriate protest should be peaceful, avoiding violence and harm. It needs to have clear goals and focus on a specific issue or message. Following legal rules and obtaining necessary permits is important, as is respecting the rights and safety of others and protecting property. Good organization and planning are crucial for smooth logistics and communication. The protest should be inclusive, allowing diverse participation and ensuring accessibility for everyone. Effective communication is k"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","69f8403d-959e-4382-8f43-2c3e69aced05","671f1c6e-ba19-41ba-99e2-a65332960473","When it is done in a peaceful manner and respectfully done."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","a254ba5c-5053-419d-8478-df51f91fb94f","cfdaf674-e588-4e83-9c85-39690fa3bf77","As long as people are not affecting the well-being and rights of others not involved in the protest, I think it is appropriate. Protests and rallies that are disruptive or harmful to innocent bystanders attending an event or going about their day is not ok. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","4dd8b0f9-84d2-47f9-ac3d-28ef55e64f26","34cf433c-0fe6-44a9-8319-06848d98e038","A protest is always appropriate UNLESS it is actively promoting hatred, violence, and/or violating the human rights of others."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7b8f9c21-888d-4a26-904a-9c95d70bd539","76dddc4c-9bfc-4360-8db4-4e8990e21c67","a peaceful tall or demonstration

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","8d5d459d-dcbb-4835-9814-acc16d6ae7c9","a25df646-fff4-47ee-af5a-ec9c219df8b0","If it genuinely grassroots and not paid for by another interest. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","3eae2de0-9c9a-4a73-bab4-18e9454ebf0a","0a8f56e1-7b5d-4c33-8b59-acfff0e59652","When the rights of others are abused I believe in the right to protest.

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","8a61d57c-a6db-4604-8dd4-d46fb6541d0c","23f74900-f6e3-45ea-9c07-8f6adaf72cf5","Orderly conduct"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7432721b-8c5e-4318-815c-2a761d0df366","5ed7fff7-5714-4913-84f6-0e6da1a0708b","Speeches from different leaders and professionals

A legal permit allowing for a demonstration

A planned route for a march or some sort of demonstration"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","be3a7644-b8e2-49b1-afb5-ca59b681f7a4","f4520c17-f843-448c-84d0-35de77b29105","I think peacefulness is really important when people are gathering together. Violence of any kind shouldn't be allowed or tolerated. I also think there has to be a clear reason for the protest for it to be effective and appropriate."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","06a488d4-7fdb-464a-9ad1-0a898c355e36","f7f1aaca-1b31-427a-ba59-ec15ea75818e","I don't believe protesting should involve violence, threats or damage to property of any kind. I usually ignore anyone using those types of tactics. Everyone should be able to calmly speak their piece without fear or risk of being physically being hurt. People should be able to air their thoughts and ideas but also be ready to debate in a calm, cool manner. Yelling and shouting doesn't get them anywhere. Also it should not interfere with people going to work or getting on with their daily lives."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","55984d98-36a9-485c-9275-269082f7b38e","c74054ff-4e01-4943-8c9d-c992706bb744","Having a clear purpose and message that is effectively communicated. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","9c2e73ed-fd29-46ce-b560-92609bc4a5b1","cc2b5821-8ed3-4fea-af5c-6d6993f29a98","Having a right to peaceably assemble."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","f284c457-8415-4ab9-ab9a-a2d43cef5427","a80d6af0-6595-41dc-bcea-4d4128450190","I honestly do not believe in protests, unless its friendly, so to say what features or characteristics are appropriate is tough.  I would have to say that if its done to let me people know the risks of whatever is being protested.  Using abortion for example...people protest that they are for or against the law.  You better have your facts straight in why or why not you are for or against the law."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","fb20f67e-8de6-4a5d-8a13-4aeff223b230","c1202478-3aa8-456e-b5aa-cca1a88b613b","An appropriate protest needs to be done peacefully.  It should not inhibit other civilians that are trying to go along with their day.  A person should not be confronted by the protesters based on their ethnicity, race, or gender."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","dacecc93-b642-4069-bf82-99534ef153b4","642cc4b1-3a4b-4ac7-84e9-58d009ad9d44","Non-violence: Non-violence is a fundamental characteristic of appropriate protests. Non-violent protests respect human dignity, avoid harm to individuals and property, and focus on peaceful methods to convey messages and achieve goals.

Clear Purpose and Goals: An appropriate protest is driven by clear purposes and defined goals. This includes specific demands or objectives that are communicated effectively to the public, authorities, or target audience.

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","72d95b57-49a9-4421-9a4e-7e2dd9887a99","dde0391d-a4e8-4c66-9f24-eb046807dee3","Appropriateness in a protest include being cordial, stating your grievances with clarity, respecting others regardless of the perspective they represent and understanding that others have a right NOT to protest."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","55eeba40-7463-473c-ae8c-5caf2ff68d25","4571d383-6339-440c-b72a-6c89b218af3d","I believe that a peaceful protest would not engage in physical violence that can damage anybody's business such as breaking into a store or a family restaurant. As such, such action of protesting without violence would make matters better."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","39a48b8e-121b-4e7a-871a-36b16ba67565","edaba81c-ea9b-46bd-ad26-db73403e7116","In my view, several features contribute to making a protest appropriate and effective. First and foremost, peacefulness is paramount. A protest should remain non-violent, respecting both public safety and the message it seeks to convey. Clarity of purpose is also crucial; a well-defined cause or grievance helps focus attention and garner support. Additionally, inclusivity enhances the legitimacy of a protest, welcoming diverse voices and perspectives. Lastly, adherence to local laws and regulati"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","04f2a27e-8f0c-4355-a1e5-3f90057d9ccd","44025f63-4b77-4a12-a6b8-fca6765d9c54","Non-violent, focused on a cause
"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","a4c410aa-df05-4794-b4a5-89cc50715b9e","5acd2b63-3d6b-492e-9de4-0dba1d77c73e","If the protestors do not harm or impede someone.  A protest should be respectful of the rights of others around them.  A protest should have a clear understanding of what the goals are for the protest.  Protestors should have a knowledge of what it is they are protesting about."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","84c345f9-4ec9-4181-829f-7e07763871a3","1b5cebc9-a218-445c-9af0-901520174530","Not being violent, that's the only thing I'd say takes it too far. And even that can be acceptable in my book, if they're being violent towards people that deserve it. The point of a protest is to be disruptive, to get people to pay attention, so making noise and being in the way is totally appropriate."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","6e66a5ac-7cfd-4898-9002-9b0c7dc2d7d2","1054dc85-09d8-47e0-9df7-97f15b516ab2","Making signs for what they are standing for, being in a serious matter, all walks of life fighting for the same cause, marching, and screaming."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","f741d7c4-c8d1-4a7e-a3bd-93beb31de33c","0f3a1ce5-3183-4c8d-a515-51282c8a6a2d","Permitted and within legal boundaries."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","9db68eab-9e45-4e47-ab11-58ac7b6168d8","7e9fca8c-e750-4ea8-86d4-e059e7bead33","It must be peaceful"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","86497885-8111-49b0-97ae-45280cb0498b","fd7cdad2-48f1-4e5f-bfec-9c8ae9820bd2","Non-violent approach, orderly conduct, not infringing on anyone else's freedom of movement"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","97e4fc17-6568-4e38-af62-5ae877e558bc","f718a62a-778c-4468-b847-e54f47996e24","The term peaceful.  The constitution gives Americans the right to protest, but not to cause harm in doing so.  Many times protests are in reality people wanting attention.  An appropriate protest would be in regards to a crucial issues that effects many citizens in a negative way and the protest is their way of having a voice.  One person may influence many, but many may influence one Powerful Person such as the local congressman."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","3793b1a4-f293-4761-8c06-812760f50312","c9b2ba82-fc42-4cc6-8a06-9c62cf9cd7df","The protest isn't violent and doesn't interfere with other people's daily jobs and activities."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","4d98967d-267c-4957-8292-7c3a89bb359b","07aff1a1-4661-4ae2-af8a-9fc4d1f7bb5f","Being respectful of people and property, so as not to disrupt the daily lives of others."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","2d7fe3f5-b5c6-49c4-ae29-cb5967515179","1d88278f-523b-4f6b-aa8b-d49489e0f59d","An appropriate protest in my mind is one that is non-violent, with honest actors as participants. And, as long as they are not breaking any laws."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","5a23c839-648b-4ee8-9a21-5cbf24fcb6a3","1d984418-2d07-4fa1-b6ba-0ebb921a2c82","When there is no violence but making sure their voices are heard."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","d934b1ec-6227-4d2e-93ba-aeebcd504b96","6c2b4a3f-297e-4789-93ed-910e2fce8aaa","It should have an actual purpose and good goal. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7a6c7121-d19e-4926-b7de-9026a6961fac","cadbe934-caf2-4fac-901b-fc37f51ff991","No violence or trespassing and no blocking traffic or blocking people entrance into buildings. you have a right to protest but others have a right to go about their daily business"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","fd209c59-0eea-4c91-8ac6-bbab1ae4d038","c2832851-b036-4f55-9429-b91dc0e76471","A protest is appropriate when the usual government regulatory systems fail in some way. For example, in the case of George Floyd. The police system failed very badly in this case, and justice was not forthcoming. The resulting protests were very appropriate as they drew attention to this failure and ignited a push for reform.  As far as protests themselves, I believe the main feature or characteristic of any protest that makes it appropriate, is peacefulness. A good protest is not violent. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","aa88a3a8-48c0-4492-9a48-9323c1462ff1","5c5a6843-3836-4163-a903-b815f7e30ea8","Some features  are freedom of speech and the right to peaceful assembly."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","35bd07d5-e7cc-461d-8bf2-0632571e9ac8","cc098371-6da5-4908-9d35-bb1552edd689","Making sure it's peaceful and not violent "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","9aa2cfa4-3027-4eb8-ba70-73319750b969","64496b46-243c-4767-9670-afa5b01fa9c5","no violence, and no direct harm to any person or group"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","023d3571-9c96-446a-a7b2-c8d231c2c1cc","b80e492e-fc06-4acb-b4e7-14489593afa9","Peaceful, nonviolent"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","894ddd1a-3b1f-4f16-9ac4-a415797f67d9","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","It is peaceable"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","19cd3a0d-e8ed-4838-b834-80833e9b46bc","7b9551ba-066e-4470-9cd7-ca26565b6005","A protest is a moment in time and location for citizens to voice their dissent or support for a cause, using their voices or their physical presence, signs or clothing, to get across something they think is important to them personally.  It can include movement or being still in a location, cars or walking, loud or silent."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","3c836540-40dc-4b9b-be2b-81cbec77b9e0","8830a04d-0513-4573-bae1-3029abb6e595","People do not make threats towards any people or do not harasss anybody they are protesting against."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","092d1b86-3225-435c-9086-84b75707ba87","0d704a77-8467-41c4-9b09-073d604eb22f","1. Clear purpose and message

2.Non violent conduct

3. Legal Compliance"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","52f47eab-4702-45a2-851f-c392b6423570","df7266df-5d9e-43e8-9eaa-e63630b16c1e","march and demonstration"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","2cf64c7c-f0bf-4f3f-8e8c-00ca5e7315fb","a2fa9c7c-dd60-4ed0-98c0-1d90978b532f","Being civil and willing to hear out other perspectives from sides that aren't tailored to them"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","778f9644-3bee-4ee3-b8b2-9cd996d52a0c","19e52047-75c8-4238-b3b5-da858b165534","I think that as long as it is not hateful that it is valid"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","6097c1a9-11e0-439c-8eed-c9fb133c4114","c5f2be03-b6c7-4290-8082-a593d65b2ee8","Nonviolence, peaceful, determined, justified"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","98ddb8e0-ef5e-47b4-9154-211039be5553","028ddb05-3a94-4df5-94f7-df60067659fd","First and foremost, showing respect for the local community which includes the citizens, their property, and local businesses. If the protest takes place on a college campus, those protesting should be mindful of the safety of other students   and faculty. They should also respect the property of the university and personal property of students and faculty. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","a41f778d-3bb3-4f71-accf-75c62fc8990f","724efa9d-a3f6-41b2-83bd-fa5647767134","Cooperation ,peaceful demonstration ,prompt attendance "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","8b769bbf-1d02-4865-89b3-cf2375466ced","43b37867-657a-4315-a0a3-aff1b06314b5","The protest must be peaceful."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","4255e08f-052a-44c9-af53-3666bf0c84da","b1158957-08a0-4a36-8364-4783d5e436f1","Order, no violence, signs, organization, peaceful demonstrations"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","18d425a6-4a78-4f23-a824-544cf77e66e0","1154b62b-e4be-4315-acfa-1921f26a0d9f","I think the biggest thing that makes a protest appropriate is nonviolence. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","841a2ea2-93c9-4bf2-83d3-4ba7c2c746ae","ea8012d1-c45d-43a8-8c0c-37bdced9aa98","I don't understand the question

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","0b6c1aa3-8af2-4441-8d9b-061aa44eaa0e","61d0a556-1c74-47cc-b768-4607464a4c8b","A protest is appropriate when people are calm and kind of respectful. They are not inciting violence, trespassing or damaging property. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","ea262cfd-6362-416b-8ceb-45d4ba15238a","dd53766a-66f1-4621-9dd3-59ce900764e5","If you are going to protest you should avoid violence. Violence makes people oppose your agenda instead of supporting it. Protesters should follow local laws. Use your voice."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","f1261513-1be2-479d-ab66-04ef82dad6be","6812e9bb-9e47-4eae-b269-011267587feb","being non-violent."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","e4801be4-24b9-48ed-a4a1-4974d5e29949","22ec4b0c-7809-460c-8696-276b4d2d5af7","peaceful, non violent"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","45fd6970-e3e5-4444-983f-e4ed024916be","fb7f0588-ce7d-4fec-b881-60cb8418bba9","A group of individuals gathered at a specific location together to voice their shared opinion on an issue or topic."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","00e14b38-a443-41ff-81dd-8c09fe594d66","d3e40b7c-2d20-404d-9b3a-31bd0e8c41b4","should be in a public place. signs, chants, making lots of noise are all acceptable, provided nothing is blocked. blocking traffic isn't appropriate, and can be dangerous. peaceful can be broad, you are certainly permitted to be loud, but you can't be throwing things at people or other things. 

"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","d69f6471-101f-462d-95c9-c92fbb4cb528","8d90e49f-833c-49db-b9f1-a0f9efd49b5e","RR"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","34433187-9fc6-4445-8670-88a8fd80b5e3","75d326ba-1834-4631-b637-7dfedf66f544","It must be peaceful and not break the law"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7984e235-675e-42b2-9fb4-11e021062d59","de2be28f-e38a-46ac-ab3b-b05f40af491e","As demonstrated in the constitution, it delineates that those actions may include marching, demonstration, and protesting. That does not include vandalism, threats, obscenities, and damage to property. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","4e92d381-1c91-4ffa-a57e-64d05ef056b9","d2d4fa49-a5ac-4442-8f37-46e2e62e3361","Non violent, not harming any other individuals. Standing up for some form of injustice. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7c8fb94c-3e4f-47fc-8ed2-e23feee26528","86a981ba-b01a-4284-95d6-55bac5c8f666","A appropriate protest would be non-violent and not infringe on the rights of others."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","b986228d-f1b5-4727-bdd0-8440096925e4","93f332ca-365f-4fe8-ab0b-f8518f80f283","Non violent and peaceful."
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","ef3e3298-c609-439c-b4cf-e2251f920141","76c9f8ed-411d-4c4e-a595-ec66f44628b5","Peaceful in nature.  A gathering which does not infringe upon the Civil liberties of other citizens. "
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","6ab84310-dfd3-42f3-b768-1f3d9a3f5139","06ab99e6-da0c-4cfb-ba1c-437e069f2474","As long as it is for a good cause"
"db8266fb-c4e8-409d-9d38-87f009b756be","What are features or characteristics that make a protest  appropriate?","7ff6db3d-561e-43e5-b013-2a87e928f57e","300d349d-7167-40e6-95fb-1efd11da2e7a","voicing your opinions"
